close,epoch,high,low,open
3114.478,1772070300,3121.107,3109.801,3120.987
3111.536,1772071200,3118.503,3111.313,3114.48
3113.157,1772072100,3113.157,3108.764,3111.536
3118.4,1772073000,3118.4,3113.16,3113.16
3123.919,1772073900,3123.919,3118.4,3118.4
3127.211,1772074800,3127.211,3122.423,3123.921
3132.628,1772075700,3132.628,3127.215,3127.215
3131.472,1772076600,3133.143,3128.283,3132.637
3137.116,1772077500,3137.116,3131.474,3131.474
3135.436,1772078400,3142.111,3135.384,3137.125
3128.932,1772079300,3137.271,3128.607,3135.443
3132.254,1772080200,3132.254,3126.659,3128.935
3135.434,1772081100,3135.434,3130.924,3132.255
3141.145,1772082000,3141.145,3135.447,3135.447
3141.346,1772082900,3141.585,3137.291,3141.16
3133.897,1772083800,3142.56,3133.759,3141.35
3130.114,1772084700,3138.166,3129.829,3133.899
3123.873,1772085600,3132.295,3123.807,3130.127
3125.469,1772086500,3128.483,3123.873,3123.873
3123.387,1772087400,3128.563,3120.75,3125.471
3129.033,1772088300,3129.033,3123.398,3123.398
3123.031,1772089200,3129.237,3120.984,3129.047
3128.562,1772090100,3128.562,3123.042,3123.042
3133.956,1772091000,3133.956,3128.569,3128.569
3134.645,1772091900,3136.363,3131.494,3133.959
3127.964,1772092800,3135.896,3125.866,3134.648
3115.908,1772093700,3131.36,3115.758,3127.964
3111.292,1772094600,3116.904,3110.512,3115.914
3117.099,1772095500,3117.099,3111.294,3111.294
3119.849,1772096400,3119.849,3116.53,3117.106
3113.206,1772097300,3122.583,3111.987,3119.854
3114.98,1772098200,3117.337,3112.257,3113.216
3120.267,1772099100,3120.267,3114.983,3114.983
3119.762,1772100000,3122.728,3117.296,3120.268
3116.409,1772100900,3119.918,3112.786,3119.764
3121.872,1772101800,3121.872,3116.411,3116.411
3114.602,1772102700,3121.975,3113.202,3121.874
3107.743,1772103600,3115.526,3104.538,3114.605
3111.622,1772104500,3112.452,3107.751,3107.751
3111.223,1772105400,3116.864,3110.892,3111.635
3114.205,1772106300,3114.205,3109.974,3111.224
3117.143,1772107200,3117.143,3113.02,3114.208
3116.657,1772108100,3117.798,3114.68,3117.147
3120.999,1772109000,3120.999,3116.668,3116.668
3119.183,1772109900,3121.75,3117.981,3121.007
3121.08,1772110800,3121.209,3117.704,3119.197
3126.669,1772111700,3126.669,3121.084,3121.084
3110.118,1772112600,3129.626,3108.609,3126.675
3099.331,1772113500,3111.78,3097.907,3110.13
3097.774,1772114400,3099.634,3094.681,3099.343
3098.867,1772115300,3100.046,3097.089,3097.776
3104.617,1772116200,3104.617,3098.873,3098.873
3110.304,1772117100,3110.304,3104.619,3104.619
3102.476,1772118000,3111.77,3101.333,3110.309
3108.07,1772118900,3108.07,3102.482,3102.482
3107.997,1772119800,3109.009,3103.452,3108.071
3103.569,1772120700,3110.759,3102.257,3108.0
3109.202,1772121600,3109.202,3103.574,3103.574
3111.249,1772122500,3111.249,3107.338,3109.209
3112.928,1772123400,3112.928,3107.441,3111.256
3107.574,1772124300,3115.698,3105.821,3112.929
3113.312,1772125200,3113.312,3107.585,3107.585
3103.34,1772126100,3113.353,3102.715,3113.314
3109.048,1772127000,3109.048,3103.341,3103.341
3114.848,1772127900,3114.848,3109.054,3109.054
3116.457,1772128800,3118.314,3114.224,3114.857
3108.852,1772129700,3118.236,3107.391,3116.46
3105.224,1772130600,3109.926,3103.93,3108.852
3099.722,1772131500,3105.53,3098.72,3105.236
3093.148,1772132400,3102.013,3091.408,3099.727
3081.46,1772133300,3094.224,3081.266,3093.149
3081.53,1772134200,3084.342,3078.65,3081.461
3067.297,1772135100,3081.948,3064.632,3081.537
3072.628,1772136000,3072.628,3067.307,3067.307
3073.824,1772136900,3075.795,3072.635,3072.635
3075.768,1772137800,3076.558,3071.756,3073.829
3076.142,1772138700,3076.226,3072.895,3075.771
3077.003,1772139600,3079.246,3074.546,3076.147
3081.287,1772140500,3081.287,3076.895,3077.006
3086.636,1772141400,3086.636,3081.296,3081.296
3088.296,1772142300,3090.253,3086.196,3086.645
3075.994,1772143200,3093.132,3075.371,3088.301
3073.946,1772144100,3078.782,3073.308,3075.994
3071.33,1772145000,3074.475,3066.525,3073.957
3063.435,1772145900,3071.856,3063.084,3071.334
3067.979,1772146800,3067.979,3063.447,3063.447
3063.386,1772147700,3068.657,3061.887,3067.992
3069.02,1772148600,3069.036,3063.388,3063.388
3074.441,1772149500,3074.441,3069.03,3069.03
3077.783,1772150400,3077.783,3074.445,3074.445
3082.196,1772151300,3082.196,3077.035,3077.786
3086.013,1772152200,3086.013,3081.487,3082.201
3083.161,1772153100,3087.878,3082.641,3086.027
3075.279,1772154000,3085.2,3073.812,3083.164
3073.977,1772154900,3075.999,3070.279,3075.287
3077.755,1772155800,3077.755,3073.982,3073.982
3077.698,1772156700,3079.795,3074.234,3077.76
3072.868,1772157600,3077.9,3072.407,3077.709
3078.463,1772158500,3078.463,3072.872,3072.872
3083.917,1772159400,3083.917,3078.477,3078.477
3087.311,1772160300,3087.311,3082.083,3083.919
3087.233,1772161200,3089.66,3084.737,3087.316
3084.172,1772162100,3088.971,3082.884,3087.245
3087.657,1772163000,3088.492,3084.176,3084.176
3093.204,1772163900,3093.204,3087.661,3087.661
3098.638,1772164800,3098.638,3093.209,3093.209
3082.119,1772165700,3099.002,3081.631,3098.642
3079.635,1772166600,3084.271,3078.36,3082.13
3085.182,1772167500,3085.182,3079.646,3079.646
3080.928,1772168400,3085.189,3079.493,3085.185
3081.76,1772169300,3082.161,3077.524,3080.928
3074.319,1772170200,3083.557,3074.246,3081.771
3075.72,1772171100,3077.928,3073.664,3074.324
3078.271,1772172000,3078.271,3074.195,3075.731
3079.593,1772172900,3080.195,3076.765,3078.274
3084.883,1772173800,3084.883,3079.598,3079.598
3086.498,1772174700,3086.498,3081.622,3084.888
3084.322,1772175600,3090.424,3083.91,3086.505
3080.006,1772176500,3084.702,3077.52,3084.33
3073.713,1772177400,3082.52,3071.884,3080.02
3072.491,1772178300,3076.411,3070.565,3073.72
3063.814,1772179200,3077.513,3063.579,3072.496
3062.526,1772180100,3069.229,3062.316,3063.819
3067.811,1772181000,3067.942,3062.541,3062.541
3063.747,1772181900,3069.484,3061.815,3067.811
3062.164,1772182800,3065.303,3058.236,3063.759
3066.894,1772183700,3066.894,3062.168,3062.168
3072.332,1772184600,3072.332,3066.901,3066.901
3064.957,1772185500,3075.257,3064.303,3072.34
3066.847,1772186400,3066.847,3063.892,3064.957
3063.446,1772187300,3067.815,3060.052,3066.859
3066.033,1772188200,3067.767,3063.448,3063.448
3071.826,1772189100,3071.826,3066.043,3066.043
3056.242,1772190000,3073.396,3054.797,3071.83
3054.039,1772190900,3061.146,3053.521,3056.246
3056.358,1772191800,3058.734,3054.044,3054.044
3061.764,1772192700,3061.764,3056.366,3056.366
3049.613,1772193600,3062.848,3048.797,3061.769
3045.996,1772194500,3050.549,3042.427,3049.614
3044.448,1772195400,3048.409,3041.794,3046.01
3048.651,1772196300,3048.651,3043.677,3044.459
3052.546,1772197200,3052.546,3048.656,3048.656
3050.54,1772198100,3053.02,3048.123,3052.556
3049.091,1772199000,3051.206,3046.263,3050.543
3045.961,1772199900,3049.278,3045.256,3049.099
3049.828,1772200800,3049.828,3044.591,3045.969
3045.882,1772201700,3051.937,3044.018,3049.838
3046.22,1772202600,3047.057,3042.037,3045.891
3051.741,1772203500,3051.741,3046.234,3046.234
3036.874,1772204400,3053.256,3035.326,3051.742
3031.837,1772205300,3039.17,3030.622,3036.88
3031.089,1772206200,3033.968,3027.798,3031.845
3026.453,1772207100,3031.907,3025.066,3031.102
3032.12,1772208000,3032.12,3026.454,3026.454
3036.217,1772208900,3036.217,3031.167,3032.126
3038.111,1772209800,3038.111,3035.893,3036.222
3033.865,1772210700,3040.738,3031.306,3038.118
3035.67,1772211600,3035.67,3031.8,3033.867
3040.115,1772212500,3040.115,3035.673,3035.673
3045.675,1772213400,3045.675,3040.116,3040.116
3050.993,1772214300,3050.993,3045.677,3045.677
3050.136,1772215200,3053.624,3047.255,3050.998
3046.65,1772216100,3050.169,3043.688,3050.144
3045.918,1772217000,3048.789,3042.528,3046.658
3042.105,1772217900,3047.553,3039.398,3045.927
3047.727,1772218800,3047.727,3042.113,3042.113
