entry_time,entry_price,exit_time,exit_price,profit_pts,win,spikes_caught,pnl_usd,equity
1770690360,3170.497,1770694200,3183.086,-12.589,True,1,10.0,595.0
1770702780,3161.176,1770706620,3167.584,-6.408,False,0,-3.0,592.0
1770707040,3169.819,1770710880,3160.096,9.723,True,5,10.0,602.0
1770711360,3162.649,1770715200,3158.211,4.438,True,2,10.0,612.0
1770715320,3158.581,1770719160,3167.855,-9.274,True,1,10.0,622.0
1770729780,3143.69,1770733620,3129.844,13.846,True,4,10.0,632.0
1770734160,3132.938,1770738000,3122.904,10.034,True,5,10.0,642.0
1770739020,3125.822,1770742860,3114.527,11.295,True,4,10.0,652.0
1770748380,3096.911,1770752220,3096.363,0.548,True,1,10.0,662.0
1770753360,3100.477,1770757200,3105.29,-4.813,True,2,10.0,672.0
1770757320,3105.677,1770761160,3101.525,4.152,True,3,10.0,682.0
1770766380,3081.197,1770770220,3094.638,-13.441,False,0,-3.0,679.0
1770778260,3098.945,1770782100,3088.332,10.613,True,3,10.0,689.0
1770783480,3086.822,1770787320,3095.114,-8.292,False,0,-3.0,686.0
1770803040,3087.348,1770806880,3109.805,-22.457,False,0,-3.0,683.0
1770832800,3106.246,1770836640,3107.252,-1.006,True,2,10.0,693.0
1770836940,3106.823,1770840780,3123.867,-17.044,True,1,10.0,703.0
1770849060,3109.022,1770852900,3081.734,27.288,True,6,10.0,713.0
1770854700,3082.67,1770858540,3094.856,-12.186,True,2,10.0,723.0
1770859680,3096.339,1770863520,3099.259,-2.92,True,2,10.0,733.0
1770906240,3138.909,1770910080,3125.073,13.836,True,3,10.0,743.0
1770910800,3129.366,1770914640,3141.81,-12.444,True,1,10.0,753.0
1770917700,3136.118,1770921540,3138.913,-2.795,True,1,10.0,763.0
1770921660,3139.282,1770925500,3138.498,0.784,True,3,10.0,773.0
1770927000,3138.884,1770930840,3132.176,6.708,True,2,10.0,783.0
1770931740,3134.619,1770935580,3139.953,-5.334,True,1,10.0,793.0
1770957060,3118.793,1770960900,3115.802,2.991,True,2,10.0,803.0
1770961080,3116.614,1770964920,3110.106,6.508,True,3,10.0,813.0
1770965280,3112.06,1770969120,3124.219,-12.159,True,1,10.0,823.0
1770973980,3125.796,1770977820,3119.615,6.181,True,2,10.0,833.0
1770989520,3118.558,1770993360,3104.617,13.941,True,2,10.0,843.0
1770995160,3106.021,1770999000,3086.664,19.357,True,4,10.0,853.0
1771003020,3065.501,1771006860,3081.173,-15.672,False,0,-3.0,850.0
1771010880,3070.221,1771014720,3075.579,-5.358,True,2,10.0,860.0
1771015080,3077.341,1771018920,3079.294,-1.953,True,3,10.0,870.0
1771019040,3079.669,1771022880,3075.554,4.115,True,2,10.0,880.0
1771023300,3077.877,1771027140,3074.767,3.11,True,3,10.0,890.0
1771027260,3075.11,1771031100,3069.716,5.394,True,1,10.0,900.0
1771031760,3073.429,1771035600,3066.336,7.093,True,4,10.0,910.0
1771035720,3066.707,1771039560,3058.022,8.685,True,4,10.0,920.0
1771041180,3060.78,1771045020,3065.712,-4.932,True,2,10.0,930.0
1771045440,3067.869,1771049280,3062.966,4.903,True,2,10.0,940.0
1771049400,3063.31,1771053240,3057.956,5.354,True,4,10.0,950.0
1771053420,3058.619,1771057260,3056.951,1.668,True,2,10.0,960.0
1771058280,3057.354,1771062120,3075.805,-18.451,True,1,10.0,970.0
1771067160,3065.25,1771071000,3057.01,8.24,True,3,10.0,980.0
1771071120,3057.412,1771074960,3043.711,13.701,True,4,10.0,990.0
1771076100,3050.29,1771079940,3062.611,-12.321,True,1,10.0,1000.0
1771082100,3060.566,1771085940,3054.681,5.885,True,4,10.0,1010.0
1771086060,3055.017,1771089900,3064.251,-9.234,True,2,10.0,1020.0
1771091640,3057.257,1771095480,3061.788,-4.531,True,2,10.0,1030.0
1771100700,3062.294,1771104540,3055.011,7.283,True,1,10.0,1040.0
1771106520,3056.78,1771110360,3066.903,-10.123,True,2,10.0,1050.0
1771114140,3062.137,1771117980,3059.057,3.08,True,3,10.0,1060.0
1771118760,3062.351,1771122600,3062.664,-0.313,True,1,10.0,1070.0
1771124880,3059.218,1771128720,3043.083,16.135,True,4,10.0,1080.0
1771129740,3045.082,1771133580,3058.128,-13.046,True,1,10.0,1090.0
1771135980,3054.248,1771139820,3047.405,6.843,True,3,10.0,1100.0
1771142580,3047.79,1771146420,3044.409,3.381,True,3,10.0,1110.0
1771146540,3044.806,1771150380,3040.972,3.834,True,3,10.0,1120.0
1771150860,3043.507,1771154700,3056.9,-13.393,True,1,10.0,1130.0
1771157460,3042.044,1771161300,3045.478,-3.434,True,2,10.0,1140.0
1771165380,3048.182,1771169220,3066.74,-18.558,False,0,-3.0,1137.0
1771204800,3099.282,1771208640,3098.086,1.196,True,2,10.0,1147.0
1771208760,3098.521,1771212600,3085.575,12.946,True,3,10.0,1157.0
1771212780,3086.368,1771216620,3091.565,-5.197,True,1,10.0,1167.0
1771216860,3092.798,1771220700,3093.747,-0.949,True,2,10.0,1177.0
1771246560,3114.438,1771250400,3106.053,8.385,True,3,10.0,1187.0
1771251420,3111.887,1771255260,3107.449,4.438,True,3,10.0,1197.0
1771255380,3107.826,1771259220,3108.166,-0.34,True,2,10.0,1207.0
1771259520,3109.548,1771263360,3109.924,-0.376,True,1,10.0,1217.0
1771263540,3110.657,1771267380,3105.251,5.406,True,2,10.0,1227.0
1771268160,3107.427,1771272000,3091.22,16.207,True,5,10.0,1237.0
1771275300,3088.738,1771279140,3090.473,-1.735,True,2,10.0,1247.0
1771279260,3090.883,1771283100,3078.692,12.191,True,2,10.0,1257.0
1771284960,3080.824,1771288800,3074.309,6.515,True,3,10.0,1267.0
1771288920,3074.682,1771292760,3078.484,-3.802,True,2,10.0,1277.0
1771298220,3079.116,1771302060,3081.643,-2.527,True,2,10.0,1287.0
1771303020,3084.079,1771306860,3084.06,0.019,True,2,10.0,1297.0
1771311180,3061.01,1771315020,3049.251,11.759,True,4,10.0,1307.0
1771315140,3049.594,1771318980,3051.892,-2.298,True,2,10.0,1317.0
1771319700,3050.31,1771323540,3034.184,16.126,True,4,10.0,1327.0
1771324860,3041.665,1771328700,3033.655,8.01,True,3,10.0,1337.0
1771329480,3038.0,1771333320,3040.459,-2.459,True,3,10.0,1347.0
1771333620,3041.906,1771337460,3028.975,12.931,True,6,10.0,1357.0
1771339080,3033.751,1771342920,3041.419,-7.668,True,1,10.0,1367.0
1771343040,3041.78,1771346880,3023.0,18.78,True,5,10.0,1377.0
1771347000,3023.384,1771350840,3023.445,-0.061,True,2,10.0,1387.0
1771351020,3024.21,1771354860,3028.047,-3.837,True,1,10.0,1397.0
1771358640,3010.142,1771362480,3021.953,-11.811,False,0,-3.0,1394.0
1771362600,3022.265,1771366440,3021.918,0.347,True,2,10.0,1404.0
1771369440,3012.336,1771373280,3004.587,7.749,True,2,10.0,1414.0
1771374240,3006.345,1771378080,3006.024,0.321,True,1,10.0,1424.0
1771378320,3005.237,1771382160,2995.889,9.348,True,3,10.0,1434.0
1771383840,3000.893,1771387680,3001.298,-0.405,True,1,10.0,1444.0
1771387800,3001.619,1771391640,2997.647,3.972,True,1,10.0,1454.0
1771391760,2998.033,1771395600,2993.781,4.252,True,3,10.0,1464.0
1771396380,2998.097,1771400220,3013.784,-15.687,False,0,-3.0,1461.0
1771428420,3043.441,1771432260,3041.832,1.609,True,3,10.0,1471.0
1771482300,3103.974,1771486140,3095.528,8.446,True,3,10.0,1481.0
1771488360,3100.291,1771492200,3090.82,9.471,True,3,10.0,1491.0
1771492560,3092.709,1771496400,3102.29,-9.581,True,2,10.0,1501.0
1771498680,3102.931,1771502520,3111.049,-8.118,True,2,10.0,1511.0
1771516260,3111.341,1771520100,3104.739,6.602,True,3,10.0,1521.0
1771520640,3107.831,1771524480,3097.842,9.989,True,3,10.0,1531.0
1771524600,3098.24,1771528440,3110.194,-11.954,True,1,10.0,1541.0
1771531920,3106.097,1771535760,3103.412,2.685,True,2,10.0,1551.0
1771535880,3103.767,1771539720,3115.185,-11.418,True,1,10.0,1561.0
1771553760,3103.059,1771557600,3109.206,-6.147,True,1,10.0,1571.0
1771559640,3111.386,1771563480,3117.637,-6.251,True,2,10.0,1581.0
1771573860,3099.661,1771577700,3092.714,6.947,True,4,10.0,1591.0
1771578960,3092.665,1771582800,3105.686,-13.021,True,1,10.0,1601.0
1771588260,3090.902,1771592100,3078.323,12.579,True,5,10.0,1611.0
1771593780,3077.835,1771597620,3071.466,6.369,True,2,10.0,1621.0
1771598160,3074.425,1771602000,3083.919,-9.494,True,2,10.0,1631.0
1771646460,3118.861,1771650300,3118.875,-0.014,True,2,10.0,1641.0
1771650480,3119.595,1771654320,3097.839,21.756,True,5,10.0,1651.0
1771656480,3098.64,1771660320,3086.444,12.196,True,5,10.0,1661.0
1771663560,3077.931,1771667400,3087.218,-9.287,True,1,10.0,1671.0
1771667520,3087.653,1771671360,3095.918,-8.265,True,1,10.0,1681.0
1771681380,3092.836,1771685220,3085.126,7.71,True,2,10.0,1691.0
1771685340,3085.481,1771689180,3083.371,2.11,True,2,10.0,1701.0
